tweet,category
are these not hot women in bikinis,sexualContent
fuckem jews seem to be the most butthurt pack of cunts on the planet i suppose you would be a bit sensitive to critisizm when you have lied to abused swindled caused more deaths than typhus than anyone else,Racism
the jews taught whiteskins that reality is a word game and the way you win it is to misrepresent it as brazenly as possible this usually means reversing reality with brazen chutzpah redundant you invert reality you gaslight suckers and you mock normals you keep this up for decades,Racism
come on men you know you want to find and post hot women in bikinis too or in this case a transparent bikini with cameltoe,sexualContent
the human family needs to separate into individual race groups for a few hundred years we can reconvene after that and each group will take its tech with it blacks and arabs will object to this because they do not bring shit to the table except fgm murder etc fuck islam blackmenmurder,Racism
not long ago giving children dreadful made up trashy misspelled firstnames was strictly a black thing e g antwoine shaquonda monikwa ta queesha daetrell ad nauseam now stupid white women are into it too i am seeing white kids given comical names like alecksus kaylleigh kaitlun,Racism
have a nice day at work white man,Racism
if the illegal immigrant is a supposed doctor why is he leaving his own country why cant he finance himself properly if he wants to take up his practice why isnt he applying legally,Racism
london is open to acid throwing immigrant scum,Racism
hey gabbers how can one get a channel for the donald made we have twitter refugees coming and most are fans of the potus like me,Other
in britain a man went to prison for posting memes about jews on the internet in britain a moslem got off with zero jail time for raping a little white girl are you starting to see the same picture that i do,Religious
them lousy gay chicken of islam,Religious
breaking president dorkle germany and president moron france both countries have open boarders and are over run by mussie barbarians raping and murdering instead of just shooting criminals rumor is they have agreed to have goat brothels in the islam ghettos the goat union is on strike,Religious
there is a war on christianity discrimination against christians democratparty muslim groups allied to spread communism sharia nosharia,Religious
sperm banks have allowed women who do not have the maturity and social skills to maintain long term relationships to reproduce,sexualContent
why i am just shocked acording to british msm they are surely asians not peace loving muzrats,Racism
all history demonstrates that converting the jew to christianity does not work duh jews are a race and that letting them run free ends in the destruction of white society and terminates in whitegenocide,Racism
let test this free speech goatfucker muslims are idiots but they still have a better view of women than sjw shitfaces and feminists waits for ban,Religious
except for that private cake company who was forced to bake a gay cake for a gay wedding that when it ok for the government to step in and force a private company to do what they want right faggot btw google is not a private company they are publicly traded,sexualContent
