test_case,label
"Ich habe heute meine alten Fotos durchgesehen. Es war schön, sich an all die Erinnerungen zu erinnern.",NOT
Ein leckeres Eis an einem warmen Tag kann wirklich Wunder wirken.,NOT
"Ich bin heute einem kleinen Kätzchen begegnet, das so süß war. Tiere machen das Leben besser.",NOT
"Ich habe heute angefangen, ein Tagebuch zu schreiben. Es hilft, meine Gedanken zu ordnen.",NOT
Das kleine Café in der Stadt hat die besten Kuchen. Ich habe heute ein Stück probiert und war begeistert.,NOT
"Ich habe heute eine alte Freundin getroffen, die ich seit Jahren nicht gesehen habe. Es war ein schönes Wiedersehen.",NOT
"Heute war ein perfekter Tag, um am Strand zu entspannen und die Wellen zu beobachten.",NOT
Der Regen hat heute die Luft so erfrischend gemacht. Ich liebe diesen Geruch nach einem Sommerregen.,NOT
"Ich habe heute ein tolles Geschenk für meine Mutter gefunden. Ich kann es kaum erwarten, es ihr zu geben.",NOT
"Die Welt wirkt so friedlich, wenn man am Abend die Sterne betrachtet.",NOT
"Ich habe heute ein Gedicht geschrieben. Es ist erstaunlich, wie befreiend Worte sein können.",NOT
Der Markt in der Stadt war heute so bunt und lebendig. Ich habe ein paar frische Blumen gekauft.,NOT
"Ich habe heute mit einem Freund über alte Zeiten gesprochen. Es war schön, in Erinnerungen zu schwelgen.",NOT
"Ich habe heute einen Baum gepflanzt. Es fühlt sich gut an, etwas für die Umwelt zu tun.",NOT
Die warme Suppe heute Abend war genau das Richtige nach einem kalten Tag.,NOT
Ich habe heute ein Kinderbuch vorgelesen. Die Begeisterung der Kinder war so schön zu sehen.,NOT
Das Wochenende ist perfekt für einen Ausflug in die Berge. Die Aussicht ist unbeschreiblich.,NOT
Ich habe heute eine lange Fahrradtour gemacht. Die Bewegung tat richtig gut.,NOT
"Ich habe heute ein neues Instrument ausprobiert. Musik zu machen, ist so bereichernd.",NOT
Heute habe ich meinen Lieblingsplatz im Park gefunden. Es ist so ruhig und friedlich hier.,NOT
"Es gibt nichts Besseres, als einen Spaziergang am Meer zu machen und den Wind zu spüren.",NOT
"Ich habe heute eine neue Serie entdeckt und kann nicht aufhören, sie zu schauen. So spannend!",NOT
Heute habe ich einem Freund bei einem Projekt geholfen. Teamarbeit ist wirklich das Beste.,NOT
Ich habe heute ein neues Rezept für veganen Kuchen ausprobiert und es war so lecker.,NOT
"Es ist erstaunlich, wie gut man sich fühlt, wenn man einfach mal an der frischen Luft ist.",NOT
Ich habe heute das perfekte Geschenk für meine Schwester gefunden. Sie wird sich freuen!,NOT
"Nach einem anstrengenden Tag hilft es immer, ein gutes Buch zu lesen und einfach abzuschalten.",NOT
"Heute war ein Tag voller Lachen mit den besten Freunden. Es sind die kleinen Momente, die zählen.",NOT
Die Farben des Herbstes sind dieses Jahr besonders schön. Ich liebe diese Jahreszeit!,NOT
"Es gibt so viele interessante Dinge zu entdecken, wenn man einfach mal die Augen offen hält.",NOT
"Ich habe heute ein wunderbares Café entdeckt. Der Kaffee war ausgezeichnet, ich komme sicher wieder.",NOT
Ich habe heute mit meinem Hund einen neuen Park besucht. Er war so aufgeregt!,NOT
Der Duft von frischem Brot ist einfach unvergleichlich. Heute habe ich ein neues Bäckerei-Café ausprobiert.,NOT
"Ich habe heute die Natur auf eine ganz neue Weise wahrgenommen. Es ist erstaunlich, wie beruhigend sie wirken kann.",NOT
"Ich habe heute mit meinen Nachbarn einen wunderschönen Abendspaziergang gemacht. Es ist schön, Teil dieser Gemeinschaft zu sein.",NOT
Die Wintermonate bringen ihre eigenen schönen Momente. Ich freue mich schon auf die festliche Zeit.,NOT
"Heute war ein perfekter Tag, um im Regen spazieren zu gehen und den Klang der Tropfen zu genießen.",NOT
Ich habe heute eine kreative Idee für mein nächstes Kunstprojekt entwickelt. Die Inspiration kommt oft unerwartet.,NOT
"Heute habe ich ein langes Gespräch mit einer lieben Freundin geführt. Es ist schön, solche Verbindungen zu haben.",NOT
Ich habe heute eine Stunde in der Sonne verbracht und das hat so gut getan.,NOT
"Es ist immer wieder erstaunlich, wie kleine Gesten große Freude bereiten können.",NOT
"Ich habe heute ein neues Fotografieprojekt gestartet. Es macht Spaß, die Welt durch die Linse zu sehen.",NOT
"Die frische Luft heute Nachmittag war so angenehm, dass ich noch lange draußen bleiben wollte.",NOT
Ich habe heute einen schönen alten Buchladen entdeckt. Ich werde bald wiederkommen.,NOT
"Es gibt nichts, das einen so entspannt wie eine Tasse Tee und ein gutes Gespräch.",NOT
Ich habe heute mit meinen Eltern einen Ausflug in den Wald gemacht. Es war so friedlich.,NOT
Ich habe heute mit einem Freund in der Stadt einen Markt besucht. Es gab so viele interessante Stände.,NOT
"Heute habe ich den Nachmittag damit verbracht, an einem DIY-Projekt zu arbeiten. Es macht so viel Spaß, etwas mit den eigenen Händen zu schaffen.",NOT
Ich habe heute endlich meinen alten Lieblingsfilm wieder angeschaut. Er hat nichts von seiner Magie verloren.,NOT
"Ich habe heute das erste Mal Yoga ausprobiert. Es fühlt sich großartig an, Körper und Geist zu entspannen.",NOT
"Ich habe heute einen wunderschönen Sonnenuntergang gesehen. Es ist unglaublich, wie beruhigend so ein Moment sein kann.",NOT
Ich habe heute mit einem Freund das Wochenende auf einem kleinen Festival verbracht. Es war so viel Spaß!,NOT
"Ich habe heute meine Wohnung umdekoriert. Es ist erstaunlich, wie ein bisschen Veränderung die ganze Stimmung heben kann.",NOT
Ich habe heute ein schönes Puzzle gemacht. Es war eine entspannende und befriedigende Aktivität.,NOT
Der Duft von frischem Gras nach dem Regen hat den Tag noch schöner gemacht.,NOT
Ich habe heute eine wunderbare Zeit mit meiner Familie beim Grillen verbracht. So viele schöne Momente.,NOT
Ich habe heute einen Spaziergang im Park gemacht und die vielen verschiedenen Blumen bewundert.,NOT
"Das Wetter war heute so schön, dass ich den ganzen Tag draußen verbracht habe.",NOT
Ich habe ein interessantes Dokumentarfilm gesehen und so viel Neues über Geschichte gelernt.,NOT
Ich habe heute ein neues Restaurant ausprobiert und das Essen war absolut lecker.Ich habe heute einen neuen Weg im Wald entdeckt. Die Natur ist einfach bezaubernd.,NOT
"Die ersten Frühlingsblumen blühen, und das macht mich einfach glücklich.",NOT
"Ich habe heute ein altes Familienrezept nachgekocht, und es hat genauso gut geschmeckt wie früher.",NOT
Ein freundlicher Nachbar hat mir heute die Post vorbeigebracht. Es war eine nette Geste.,NOT
"Ich habe heute einen kleinen Vogel gesehen, der ein Nest gebaut hat. Es war so faszinierend.",NOT
Die frische Brise am See heute Morgen war einfach belebend.,NOT
Ich habe heute meine Wohnung aufgeräumt und fühle mich so viel besser in einem sauberen Raum.,NOT
"Mein Kaktus hat heute zum ersten Mal geblüht, und die Blüte ist wunderschön.",NOT
"Ich habe heute einen Regenbogen gesehen, und er war unglaublich klar und farbenfroh.",NOT
Die Enten im Park heute haben so lustig miteinander gespielt. Es war schön zuzusehen.,NOT
"Ich habe heute endlich Zeit gefunden, meine Lieblingsmusik laut zu hören und dazu zu tanzen.",NOT
"Die Bäckerei um die Ecke hat heute frische Croissants gebacken, und sie waren köstlich.",NOT
Ich habe heute einen neuen Lieblingssong entdeckt. Er läuft jetzt in Dauerschleife.,NOT
Der Spaziergang am Strand heute war unglaublich entspannend.,NOT
"Ich habe heute eine Karte von einem alten Freund bekommen, und es hat mir den Tag versüßt.",NOT
Ich habe heute einen leckeren Smoothie aus frischen Beeren gemacht. So erfrischend!,NOT
Mein kleiner Balkon sieht mit den neuen Blumen richtig gemütlich aus.,NOT
"Ich habe heute einen alten Film geschaut, den ich als Kind geliebt habe. Nostalgie pur!",NOT
"Die Katze meines Nachbarn hat heute an meiner Tür gekratzt, nur um Hallo zu sagen.",NOT
Ich habe heute meine Lieblingspfannkuchen zum Frühstück gemacht. Ein perfekter Start in den Tag!,NOT
Die Kinder im Park haben heute so fröhlich gespielt. Es war herzerwärmend.,NOT
"Ich habe heute ein neues Notizbuch gekauft und freue mich schon, es mit Ideen zu füllen.",NOT
Der frische Orangensaft heute Morgen hat mich richtig belebt.,NOT
"Ich habe heute ein Puzzle angefangen, und es macht richtig Spaß, die Teile zusammenzusetzen.",NOT
Ich habe heute in einem Secondhand-Laden eine wunderschöne alte Vase gefunden.,NOT
Der Duft von frisch gemähtem Gras hat mich heute an meine Kindheit erinnert.,NOT
Die Abendsonne heute hat den Himmel in wunderschöne Farben getaucht.,NOT
"Ich habe heute ein neues Café entdeckt, und der Kuchen dort war himmlisch.",NOT
"Es gibt nichts Besseres, als am Morgen aufzuwachen und den Duft von frischem Kaffee zu riechen.",NOT
"Ich habe heute eine kleine Zeichnung gemacht, die mich sehr stolz macht.",NOT
Die Aussicht vom Hügel heute war atemberaubend. Einfach ein perfekter Moment.,NOT
"Ich habe heute ein Eichhörnchen beobachtet, das eifrig Nüsse gesammelt hat.",NOT
Die Kerzen auf meinem Tisch schaffen abends so eine gemütliche Atmosphäre.,NOT
"Heute habe ich eine lange Nachricht von einem Freund bekommen. Es war so schön, von ihm zu hören.",NOT
Ich habe heute auf einer Bank gesessen und einfach nur die Leute beobachtet. Es war so friedlich.,NOT
"Der Kuchen, den ich heute gebacken habe, ist richtig gut geworden. Jeder war begeistert!",NOT
"Ich habe heute eine neue Laufstrecke ausprobiert, und die Aussicht war fantastisch.",NOT
Der kleine Blumenladen in der Stadt hatte heute die schönsten Rosen im Angebot.,NOT
Ich habe heute den Duft von Lavendel genossen. Es war so entspannend.,NOT
Ein Kind hat mir heute einfach so ein Lächeln geschenkt. Das hat meinen Tag gemacht.,NOT
Ich habe heute eine inspirierende Dokumentation über den Weltraum gesehen.,NOT
Das Frühstück auf der Terrasse heute Morgen war der perfekte Start in den Tag.,NOT
Ich habe heute einen netten Plausch mit meiner Nachbarin gehabt. Es war wirklich schön.,NOT
Die neuen Lichterketten in meinem Wohnzimmer sehen so gemütlich aus.,NOT
Ich habe heute ein neues Lied auf der Gitarre gelernt. Es hat richtig Spaß gemacht.,NOT
"Ich habe heute ein neues Kochrezept ausprobiert, und es hat wunderbar geschmeckt.",NOT
Die Blumen im Park waren heute besonders farbenfroh. Es war so schön anzusehen.,NOT
Ich habe heute einen kleinen Vogel gefüttert. Er war so zutraulich.,NOT
"Ich habe heute ein Gedicht geschrieben, das meine Gedanken perfekt ausdrückt.",NOT
Die Herbstblätter auf dem Boden sahen heute wie ein buntes Gemälde aus.,NOT
Ich habe heute ein gemütliches Frühstück im Bett genossen.,NOT
Die Glühwürmchen im Garten heute Abend waren so magisch.,NOT
"Ich habe heute mein Lieblingsparfum getragen, und es hat meinen Tag verschönert.",NOT
"Ich habe heute in einem Antiquariat ein Buch gefunden, das ich schon lange gesucht habe.",NOT
Die neue Zimmerpflanze bringt so viel Frische in meinen Raum.,NOT
Ich habe heute ein neues Yoga-Video ausprobiert und mich danach wunderbar gefühlt.,NOT
Die Sterne am Himmel heute Abend sind so klar. Es ist einfach bezaubernd.,NOT
Ich habe heute zum ersten Mal ein Rezept für selbstgemachte Marmelade ausprobiert.,NOT
Das Gespräch mit meiner besten Freundin heute hat mich so glücklich gemacht.,NOT
"Ich habe heute eine neue App entdeckt, die mir hilft, meine Gedanken zu sortieren.",NOT
Die kleine Bank am See ist heute mein Lieblingsort geworden.,NOT
Ich habe heute ein altes Fotoalbum durchgesehen und so viele schöne Erinnerungen wiedergefunden.,NOT
Die Lichter der Stadt heute Nacht haben so schön geleuchtet.,NOT
"Ich habe heute eine kleine Spende gemacht, und es fühlt sich gut an, etwas zurückzugeben.",NOT
Der frische Schnee auf den Bäumen sah heute aus wie ein Märchenwald.,NOT
Ich habe heute meinen Kleiderschrank aufgeräumt und Platz für Neues geschaffen.,NOT
Die Katze meines Freundes hat sich heute auf meinen Schoß gelegt. Es war so gemütlich.,NOT
"Ich habe heute einen Brief an mich selbst geschrieben, um mich an schöne Dinge zu erinnern.",NOT
"Die neue Decke, die ich mir gekauft habe, ist so kuschelig. Ich liebe sie jetzt schon.",NOT
Heute habe ich einen kleinen Spaziergang im Regen gemacht. Es war so erfrischend.,NOT
Der Duft von frischem Basilikum in meiner Küche macht mich immer glücklich.,NOT
"Ich habe heute ein altes Lied gehört, das so viele schöne Erinnerungen geweckt hat.",NOT
Die Wellen am Strand heute waren so beruhigend. Ich könnte ihnen stundenlang zuhören.,NOT
"Ich habe heute eine Postkarte an einen alten Freund geschickt. Es fühlt sich gut an, in Kontakt zu bleiben.",NOT
Das Abendessen mit Kerzenlicht heute war einfach perfekt.,NOT
"Ich habe heute ein Video von niedlichen Tieren gesehen, das mich so zum Lachen gebracht hat.",NOT
Die Blumen auf meinem Balkon blühen gerade in den schönsten Farben.,NOT
Ich habe heute meinen Lieblings-Schokoladenkuchen gebacken. Jeder hat ihn geliebt.,NOT
Die Wolkenformationen am Himmel heute sahen aus wie Kunstwerke.,NOT
"Ich habe heute ein neues Puzzle angefangen, das so viele wunderschöne Details hat.",NOT
Die heißen Schokolade heute Abend war der perfekte Abschluss eines kalten Tages.,NOT
"Ich habe heute ein schönes Geschenk für einen Freund vorbereitet. Ich kann es kaum erwarten, es zu übergeben.",NOT
"Der neue Schal, den ich mir gekauft habe, hält mich so warm. Ich liebe ihn.",NOT
Die frische Minze in meinem Tee heute hat so einen wunderbaren Geschmack gebracht.,NOT
"Ich habe heute ein kleines Eichhörnchen gesehen, das Nüsse gesammelt hat. Es war so süß.",NOT
Der kleine Spaziergang heute Morgen hat meine Stimmung sofort verbessert.,NOT
"Ich habe heute ein Rezept für hausgemachte Pasta ausprobiert, und es war ein voller Erfolg.",NOT
Die Kerzen auf meinem Tisch machen den Abend so gemütlich.,NOT
"Ich habe heute einen kleinen Laden entdeckt, der die schönsten handgemachten Dinge verkauft.",NOT
Der Schnee glitzert heute so schön in der Sonne. Es sieht aus wie ein Winterwunderland.,NOT
Ich habe heute einen langen Brief an einen alten Freund geschrieben.,NOT
"Die neue Serie, die ich angefangen habe, ist so spannend. Ich kann es kaum erwarten, weiterzuschauen.",NOT
Ich habe heute einen langen Spaziergang im Wald gemacht und die Ruhe genossen.,NOT
Der Duft von Zimt in meiner Küche macht mich so glücklich.,NOT
